,track_id,track_pollen_score,track_shape,track_event,track_tagid,track_hastag,track_startframe,track_startx,track_starty,track_starta,track_endframe,track_endx,track_endy,track_enda,track_length,datetime,track_starttime,track_endtime,pollen,entering,leaving,entering_leaving,walking,video_name,labelbee_videoid,video_filename,video_seq
654572,2253,0.0039062879251944,ramp_ramp,,1698,True,11599,2064,312,177.6140559696112,11635,1944,600,116.565051177078,37,2017-06-24 08:09:39.950,2017-06-24 08:09:39.950,2017-06-24 08:09:41.750,False,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
654578,2259,0.0001389241453499,ramp_ramp,,1698,True,11638,2008,576,142.43140797117252,11711,1720,644,295.11483488614454,74,2017-06-24 08:09:41.900,2017-06-24 08:09:41.900,2017-06-24 08:09:45.550,False,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
654597,2278,4.615566892370397e-06,ramp-inside,,1698,True,11720,1760,488,306.15818543980834,11736,1768,0,357.3974377975002,17,2017-06-24 08:09:46.000,2017-06-24 08:09:46.000,2017-06-24 08:09:46.800,False,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
654609,2290,0.6664734776537731,outside_ramp,entering,1797,True,11797,2016,1116,33.690067525979785,11815,1936,500,24.77514056883192,19,2017-06-24 08:09:49.850,2017-06-24 08:09:49.850,2017-06-24 08:09:50.750,True,True,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
654610,2291,0.4994455940185744,noise,,1797,True,11816,1896,356,16.927513064147043,11819,1868,288,9.462322208025617,4,2017-06-24 08:09:50.800,2017-06-24 08:09:50.800,2017-06-24 08:09:50.950,False,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
654847,2528,0.0383130170489115,ramp_outside,leaving,508,True,12893,768,468,200.95577673063215,12898,824,900,178.6360724683971,6,2017-06-24 08:10:44.650,2017-06-24 08:10:44.650,2017-06-24 08:10:44.900,False,False,True,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
657491,5172,0.0003637362599617,inside_out,leaving,1407,True,25524,480,92,143.53076560994813,25590,288,832,204.22774531795412,67,2017-06-24 08:21:16.200,2017-06-24 08:21:16.200,2017-06-24 08:21:19.500,False,False,True,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
657560,5241,3.494069514945159e-06,ramp_ramp,,1652,True,25804,600,448,209.89890183861456,25851,1400,796,223.025065989118,48,2017-06-24 08:21:30.200,2017-06-24 08:21:30.200,2017-06-24 08:21:32.550,False,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
657570,5251,0.1816082445493033,outside,,1652,True,25852,1492,892,224.0608090542644,25858,1764,1140,219.28940686250036,7,2017-06-24 08:21:32.600,2017-06-24 08:21:32.600,2017-06-24 08:21:32.900,False,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
662960,10641,0.0019997874324417,noise,,2487,True,44172,564,892,216.38435181583588,44176,632,1092,189.6887865603668,5,2017-06-24 08:36:48.600,2017-06-24 08:36:48.600,2017-06-24 08:36:48.800,False,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
663284,10965,0.001958636363876,inside,,1797,True,45261,512,176,343.3007557660064,45269,444,228,147.52880770915152,9,2017-06-24 08:37:43.050,2017-06-24 08:37:43.050,2017-06-24 08:37:43.450,False,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
663300,10981,2.358219580012033e-05,ramp_outside,leaving,1797,True,45300,504,600,208.49563861824495,45307,556,1052,185.31454566994475,8,2017-06-24 08:37:45.000,2017-06-24 08:37:45.000,2017-06-24 08:37:45.350,False,False,True,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
665284,12965,0.2162620723247528,noise,,1652,True,51129,1988,936,0.0,51131,2012,832,350.0737544933483,3,2017-06-24 08:42:36.450,2017-06-24 08:42:36.450,2017-06-24 08:42:36.550,False,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
665286,12967,0.6048661697291399,ramp-inside,,1652,True,51132,1984,700,358.56790381583534,51143,2008,180,41.98721249581666,12,2017-06-24 08:42:36.600,2017-06-24 08:42:36.600,2017-06-24 08:42:37.150,True,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
668388,16069,0.0892027405591631,outside,,1621,True,59344,636,1020,20.323136829662943,59350,464,856,45.0,7,2017-06-24 08:49:27.200,2017-06-24 08:49:27.200,2017-06-24 08:49:27.500,False,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
668394,16075,0.0994539664903887,ramp_ramp,,1621,True,59352,396,760,23.80594351845772,59366,344,432,343.73979529168804,15,2017-06-24 08:49:27.600,2017-06-24 08:49:27.600,2017-06-24 08:49:28.300,False,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
669713,17394,0.260444956831634,noise,,1621,True,63272,2016,452,164.98163936884933,63275,1952,640,168.02386755579664,4,2017-06-24 08:52:43.600,2017-06-24 08:52:43.600,2017-06-24 08:52:43.750,False,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
669715,17396,0.1970090074826052,noise,,1621,True,63276,1896,788,163.44292862436336,63279,1860,860,170.0737544933483,4,2017-06-24 08:52:43.800,2017-06-24 08:52:43.800,2017-06-24 08:52:43.950,False,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
669716,17397,0.0109813178939282,noise,,1621,True,63282,1844,980,154.65382405805332,63286,1752,1156,157.96377305985456,5,2017-06-24 08:52:44.100,2017-06-24 08:52:44.100,2017-06-24 08:52:44.300,False,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
672496,20177,1.9921039166407675e-06,noise,,1780,True,70141,796,1084,30.650667957052864,70143,756,960,20.136303428248137,3,2017-06-24 08:58:27.050,2017-06-24 08:58:27.050,2017-06-24 08:58:27.150,False,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
672497,20178,0.0039881600971383,noise,,1780,True,70144,724,792,16.389540334034784,70147,676,568,17.92791976200724,4,2017-06-24 08:58:27.200,2017-06-24 08:58:27.200,2017-06-24 08:58:27.350,False,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
673005,20686,0.0402696827766215,outside_inside,entering,516,True,71321,2012,1060,17.241459398939973,71371,2188,248,348.69006752597977,51,2017-06-24 08:59:26.050,2017-06-24 08:59:26.050,2017-06-24 08:59:28.550,False,True,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
673027,20708,5.882912361383003e-05,inside,,516,True,71376,2168,256,11.768288932020644,71384,2036,120,28.810793742973058,9,2017-06-24 08:59:28.800,2017-06-24 08:59:28.800,2017-06-24 08:59:29.200,False,False,False,False,False,C02_170624080000.mp4,12672,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624080000.mp4,30
674125,778,0.0121073446534225,noise,,930,True,1513,1532,928,12.339087278326195,1516,1508,748,358.45184230102205,4,2017-06-24 09:01:15.650,2017-06-24 09:01:15.650,2017-06-24 09:01:15.800,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
674127,780,5.015974337378715e-06,ramp-inside,,930,True,1517,1520,580,352.6942404666892,1524,1476,0,8.972626614896393,8,2017-06-24 09:01:15.850,2017-06-24 09:01:15.850,2017-06-24 09:01:16.200,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
674644,1297,0.1671759863658605,outside_inside,entering,1797,True,2825,1308,1052,346.86597769360367,2841,1016,0,17.87869659584134,17,2017-06-24 09:02:21.250,2017-06-24 09:02:21.250,2017-06-24 09:02:22.050,False,True,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
675017,1670,0.8874803781509399,outside_ramp,entering,1407,True,3565,808,1076,357.1375947738882,3573,888,752,331.18920625702697,9,2017-06-24 09:02:58.250,2017-06-24 09:02:58.250,2017-06-24 09:02:58.650,True,True,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
675021,1674,0.9156102263010464,ramp-inside,,1407,True,3577,1016,620,336.3706222693432,3589,1356,0,342.12130340415865,13,2017-06-24 09:02:58.850,2017-06-24 09:02:58.850,2017-06-24 09:02:59.450,True,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
675151,1804,0.0001771054558048,noise,,1609,True,3808,420,196,315.0,3812,492,112,351.57303097851934,5,2017-06-24 09:03:10.400,2017-06-24 09:03:10.400,2017-06-24 09:03:10.600,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
675170,1823,1.730503602933216e-05,noise,,1609,True,3850,1104,156,212.6609127216738,3852,1136,236,211.50426671920417,3,2017-06-24 09:03:12.500,2017-06-24 09:03:12.500,2017-06-24 09:03:12.600,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
675173,1826,0.1209307379285746,noise,,1609,True,3853,1260,372,204.44395478041653,3856,1296,596,197.52556837372288,4,2017-06-24 09:03:12.650,2017-06-24 09:03:12.650,2017-06-24 09:03:12.800,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
675174,1827,4.0524817529474795e-08,outside,,1609,True,3858,1304,892,187.1250163489018,3866,1232,1116,164.24882633654698,9,2017-06-24 09:03:12.900,2017-06-24 09:03:12.900,2017-06-24 09:03:13.300,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
677809,4462,0.0140776555169725,outside_ramp,entering,661,True,9397,2224,836,5.194428907734806,9436,2108,380,43.83086067209258,40,2017-06-24 09:07:49.850,2017-06-24 09:07:49.850,2017-06-24 09:07:51.800,False,True,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
677819,4472,0.0052140956568778,ramp-inside,,197,True,9437,1992,324,68.45902408146156,9442,1932,112,8.13010235415598,6,2017-06-24 09:07:51.850,2017-06-24 09:07:51.850,2017-06-24 09:07:52.100,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
682446,9099,0.7494825542686427,outside_inside,entering,1652,True,19882,952,1012,27.21611155730748,19908,560,0,21.80140948635181,27,2017-06-24 09:16:34.100,2017-06-24 09:16:34.100,2017-06-24 09:16:35.400,True,True,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
683145,9798,0.0001124034367023,noise,,1609,True,21889,2180,868,6.34019174590991,21892,2140,736,12.68038349181982,4,2017-06-24 09:18:14.450,2017-06-24 09:18:14.450,2017-06-24 09:18:14.600,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
683148,9801,0.0517208330868328,ramp-inside,,1609,True,21893,2084,608,19.74683660542612,21900,1896,112,31.759480084812797,8,2017-06-24 09:18:14.650,2017-06-24 09:18:14.650,2017-06-24 09:18:15.000,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
688691,15344,0.0112261250154026,,,1698,True,34125,2000,300,174.28940686250036,34179,1992,956,158.96248897457818,55,2017-06-24 09:28:26.250,2017-06-24 09:28:26.250,2017-06-24 09:28:28.950,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
688726,15379,1.6167924899327231e-06,outside_outside,entering_leaving,1698,True,34187,2080,916,158.96248897457818,34200,2144,868,191.3099324740202,14,2017-06-24 09:28:29.350,2017-06-24 09:28:29.350,2017-06-24 09:28:30.000,False,False,False,True,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
688732,15385,0.0029353095867008,,,1698,True,34215,2192,816,149.93141717813756,34224,2040,800,72.18111108547723,10,2017-06-24 09:28:30.750,2017-06-24 09:28:30.750,2017-06-24 09:28:31.200,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
688738,15391,3.412294433963898e-05,ramp-inside,,1698,True,34229,2084,684,46.39718102729638,34243,1876,128,1.847610265994596,15,2017-06-24 09:28:31.450,2017-06-24 09:28:31.450,2017-06-24 09:28:32.150,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
688749,15402,1.6503938642510273e-05,inside_ramp,,1698,True,34265,1688,96,125.21759296819272,34317,1720,444,180.0,53,2017-06-24 09:28:33.250,2017-06-24 09:28:33.250,2017-06-24 09:28:35.850,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
688765,15418,0.0003411202704598,ramp_ramp,,1698,True,34320,1744,360,171.2538377374448,34327,1724,328,145.30484646876604,8,2017-06-24 09:28:36.000,2017-06-24 09:28:36.000,2017-06-24 09:28:36.350,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
688772,15425,0.0041642510931646,ramp_outside,leaving,1698,True,34331,1596,340,115.55996517182382,34358,1444,1172,151.60698057861703,28,2017-06-24 09:28:36.550,2017-06-24 09:28:36.550,2017-06-24 09:28:37.900,False,False,True,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
689094,15747,0.246718882985571,noise,,1698,True,35110,996,1052,1.6846843178962914,35112,968,868,8.530765609948133,3,2017-06-24 09:29:15.500,2017-06-24 09:29:15.500,2017-06-24 09:29:15.600,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
689097,15750,0.0146959682093814,ramp-inside,,1698,True,35113,960,700,9.926245506651703,35121,840,60,356.4236656250026,9,2017-06-24 09:29:15.650,2017-06-24 09:29:15.650,2017-06-24 09:29:16.050,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
691273,17926,0.0211138802890976,noise,,517,True,40005,972,1028,176.05481377096245,40007,992,1092,171.86989764584402,3,2017-06-24 09:33:20.250,2017-06-24 09:33:20.250,2017-06-24 09:33:20.350,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
691692,18345,0.0008338827524312,noise,,517,True,41149,1336,956,1.4320961841646465,41152,1344,788,0.0,4,2017-06-24 09:34:17.450,2017-06-24 09:34:17.450,2017-06-24 09:34:17.600,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
691696,18349,0.1160026730509093,ramp-inside,,517,True,41153,1340,612,0.0,41167,1048,96,0.0,15,2017-06-24 09:34:17.650,2017-06-24 09:34:17.650,2017-06-24 09:34:18.350,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
691753,18406,2.003461061879837e-05,noise,,517,True,41263,1164,144,108.43494882292202,41265,1120,84,68.19859051364818,3,2017-06-24 09:34:23.150,2017-06-24 09:34:23.150,2017-06-24 09:34:23.250,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
692686,19339,0.3582889313499133,noise,,638,True,43646,1040,1156,32.27564431457763,43648,1012,1044,351.86989764584405,3,2017-06-24 09:36:22.300,2017-06-24 09:36:22.300,2017-06-24 09:36:22.400,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
692687,19340,0.7734518342671668,outside_ramp,entering,638,True,43649,968,892,18.924644416051237,43674,860,340,22.619864948040423,26,2017-06-24 09:36:22.450,2017-06-24 09:36:22.450,2017-06-24 09:36:23.700,True,True,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
692803,19456,0.0004204368439644,outside_ramp,entering,1237,True,43921,728,956,16.85839876773828,43932,812,312,5.572197803963795,12,2017-06-24 09:36:36.050,2017-06-24 09:36:36.050,2017-06-24 09:36:36.600,False,True,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
692814,19467,1.246034574151622e-05,noise,,1237,True,43937,868,236,342.75854060106,43941,920,64,347.6609127216738,5,2017-06-24 09:36:36.850,2017-06-24 09:36:36.850,2017-06-24 09:36:37.050,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
694439,21092,0.0089948302398704,ramp-inside,,1407,True,48007,2208,392,36.02737338510361,48455,2128,288,340.70995378081125,449,2017-06-24 09:40:00.350,2017-06-24 09:40:00.350,2017-06-24 09:40:22.750,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
694615,21268,0.5861713411286473,outside_ramp,entering,1407,True,48440,2072,924,328.13402230639633,48447,2164,608,349.04593735660166,8,2017-06-24 09:40:22.000,2017-06-24 09:40:22.000,2017-06-24 09:40:22.350,True,True,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
694622,21275,0.039116961321118,inside,,1407,True,48458,2176,204,295.6410058243053,48463,2104,244,313.5311992856141,6,2017-06-24 09:40:22.900,2017-06-24 09:40:22.900,2017-06-24 09:40:23.150,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
694672,21325,0.0303286505827602,outside_ramp,entering,1722,True,48667,1916,1020,334.7988763545249,48672,2044,700,335.22485943116806,6,2017-06-24 09:40:33.350,2017-06-24 09:40:33.350,2017-06-24 09:40:33.600,False,True,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
696486,23139,0.0004424571800187,ramp-inside,,1797,True,53518,324,552,25.769327624338715,53537,472,44,17.241459398939973,20,2017-06-24 09:44:35.900,2017-06-24 09:44:35.900,2017-06-24 09:44:36.850,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
698874,25527,0.0018620103167945,outside_inside,entering,2487,True,59611,1164,928,22.109448343751676,59644,1100,52,10.885527054658738,34,2017-06-24 09:49:40.550,2017-06-24 09:49:40.550,2017-06-24 09:49:42.200,False,True,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
699497,26150,4.547638469582742e-05,outside,,1407,True,61457,364,944,255.4655449194599,61463,360,1192,158.19859051364818,7,2017-06-24 09:51:12.850,2017-06-24 09:51:12.850,2017-06-24 09:51:13.150,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
700132,26785,0.0047447938515596,outside_ramp,entering,1609,True,63150,964,924,9.16234704572171,63156,952,600,357.7974018382342,7,2017-06-24 09:52:37.500,2017-06-24 09:52:37.500,2017-06-24 09:52:37.800,False,True,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
700134,26787,0.2956260940718195,ramp-inside,,1609,True,63157,984,456,352.5041423602701,63163,944,0,15.751173663453027,7,2017-06-24 09:52:37.850,2017-06-24 09:52:37.850,2017-06-24 09:52:38.150,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
701621,28274,0.0015249179348358,inside_ramp,,1900,True,67118,1212,184,168.92979742206063,67132,944,508,161.565051177078,15,2017-06-24 09:55:55.900,2017-06-24 09:55:55.900,2017-06-24 09:55:56.600,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
701631,28284,6.30213912564288e-05,ramp_outside,leaving,1900,True,67139,1008,664,209.74488129694225,67146,1120,1124,189.09027692082236,8,2017-06-24 09:55:56.950,2017-06-24 09:55:56.950,2017-06-24 09:55:57.300,False,False,True,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
701929,28582,0.0363130411350451,outside,,1621,True,68065,604,1012,23.19859051364819,68084,636,868,26.56505117707799,20,2017-06-24 09:56:43.250,2017-06-24 09:56:43.250,2017-06-24 09:56:44.200,False,False,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
702022,28675,0.0022975862074319,outside_inside,entering,1900,True,68263,1976,1080,9.462322208025617,68349,2156,252,8.615648184164113,87,2017-06-24 09:56:53.150,2017-06-24 09:56:53.150,2017-06-24 09:56:57.450,False,True,False,False,False,C02_170624090000.mp4,12825,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624090000.mp4,31
703667,294,9.37898199326614e-07,inside_ramp,,1609,True,958,928,128,172.8749836510982,993,1180,540,205.51387042753424,36,2017-06-24 10:00:47.900,2017-06-24 10:00:47.900,2017-06-24 10:00:49.650,False,False,False,False,False,C02_170624100000.mp4,15501,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624100000.mp4,32
703676,303,1.915789826298919e-05,noise,,1609,True,994,1176,672,188.65254179111471,998,1152,1024,184.1849161251184,5,2017-06-24 10:00:49.700,2017-06-24 10:00:49.700,2017-06-24 10:00:49.900,False,False,False,False,False,C02_170624100000.mp4,15501,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624100000.mp4,32
704082,709,0.0243458405514446,noise,,1621,True,1934,924,512,207.0505970070861,1937,928,708,188.8418145601917,4,2017-06-24 10:01:36.700,2017-06-24 10:01:36.700,2017-06-24 10:01:36.850,False,False,False,False,False,C02_170624100000.mp4,15501,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624100000.mp4,32
704084,711,7.146000920628855e-11,noise,,1621,True,1938,964,864,187.27500495788925,1940,988,1040,188.58362148011395,3,2017-06-24 10:01:36.900,2017-06-24 10:01:36.900,2017-06-24 10:01:37.000,False,False,False,False,False,C02_170624100000.mp4,15501,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624100000.mp4,32
704333,960,0.912149265408516,outside_inside,entering,638,True,2694,1280,924,9.926245506651703,2705,1060,60,29.248826336546973,12,2017-06-24 10:02:14.700,2017-06-24 10:02:14.700,2017-06-24 10:02:15.250,True,True,False,False,False,C02_170624100000.mp4,15501,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624100000.mp4,32
709396,6023,0.2127303557026607,noise,,1652,True,18706,1376,1052,0.0,18709,1336,832,10.619655276155134,4,2017-06-24 10:15:35.300,2017-06-24 10:15:35.300,2017-06-24 10:15:35.450,False,False,False,False,False,C02_170624100000.mp4,15501,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624100000.mp4,32
709397,6024,0.1435340980240816,ramp-inside,,1652,True,18710,1308,688,10.53918372862823,18726,832,60,31.6075022462489,17,2017-06-24 10:15:35.500,2017-06-24 10:15:35.500,2017-06-24 10:15:36.300,False,False,False,False,False,C02_170624100000.mp4,15501,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624100000.mp4,32
711272,7899,0.1292787252257028,ramp-inside,,1609,True,23590,1868,548,6.203447901691836,23597,1700,128,31.32869286780417,8,2017-06-24 10:19:39.500,2017-06-24 10:19:39.500,2017-06-24 10:19:39.850,False,False,False,False,False,C02_170624100000.mp4,15501,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624100000.mp4,32
712992,9619,0.0069821034123017,outside_inside,entering,515,True,27062,1624,996,323.13010235415595,27086,1800,148,0.0,25,2017-06-24 10:22:33.100,2017-06-24 10:22:33.100,2017-06-24 10:22:34.300,False,True,False,False,False,C02_170624100000.mp4,15501,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624100000.mp4,32
713558,10185,6.303264501639205e-05,noise,,1609,True,28203,1828,208,144.24611274556327,28205,1760,292,143.9726266148964,3,2017-06-24 10:23:30.150,2017-06-24 10:23:30.150,2017-06-24 10:23:30.250,False,False,False,False,False,C02_170624100000.mp4,15501,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624100000.mp4,32
713563,10190,0.0293820852070277,ramp_outside,leaving,1609,True,28206,1696,408,153.92464441605125,28223,1596,1088,187.81529354676687,18,2017-06-24 10:23:30.300,2017-06-24 10:23:30.300,2017-06-24 10:23:31.150,False,False,True,False,False,C02_170624100000.mp4,15501,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624100000.mp4,32
714187,10814,0.3322980301842714,noise,,2487,True,29474,868,484,235.92280471986925,29476,976,596,217.34934904464055,3,2017-06-24 10:24:33.700,2017-06-24 10:24:33.700,2017-06-24 10:24:33.800,False,False,False,False,False,C02_170624100000.mp4,15501,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624100000.mp4,32
714191,10818,8.069433590662811e-05,noise,,197,True,29478,1112,724,231.91122711902463,29480,1204,856,215.676408221862,3,2017-06-24 10:24:33.900,2017-06-24 10:24:33.900,2017-06-24 10:24:34.000,False,False,False,False,False,C02_170624100000.mp4,15501,/mnt/storage/work/jchan/bees/tag_dataset/videos/C02_170624100000.mp4,32
